time,ardx,arsx,ca,iedx,iesx,iidx,iisx,inlet,sma
0.005,0.38779171944295343,-0.024599013901746205,0.17584218656394038,3.389980570641528,3.124180739250926,2.81904012507178,2.284645659999987,-18.321072679260467,1.6082610263416013
0.01,0.4729415864743387,0.047330914592110127,0.29868149771552055,4.3115126729349935,3.9177652579293913,3.5787008494184835,3.017826462238396,-18.461320625366795,1.6775793263618932
0.015,0.48392211379086686,0.0773563664592901,0.3411507584860282,4.6111938599985836,4.1524355792490875,3.818333545743957,3.3195687982071123,-18.64892740303705,1.5602211338188303
0.02,0.47991356604216173,0.08618578004862229,0.35192069444059915,4.7504610471968265,4.258793521515952,3.9248937164115736,3.4843038166304123,-18.887809420598266,1.4801510324980194
0.025,0.4784244400704436,0.08870706703611378,0.35583400069693116,4.85007882603917,4.341607303639485,4.0011814679539075,3.600864211157952,-19.18428312381902,1.449789253184222
0.03,0.4832617532748472,0.09047616966256734,0.3614837511896532,4.946876291398855,4.428776065297286,4.077668016425905,3.701667230157888,-19.5492908752097,1.4546324566179025
0.035,0.4940518001911528,0.0928831332515172,0.37068662025963633,5.055541783176847,4.52995508132813,4.165679586228678,3.801754970454521,-19.994759439721044,1.483094170141611
0.04,0.5103471476405461,0.09621529382423966,0.38383376872767117,5.18515111423527,4.6513526409960155,4.272040932192082,3.9106102169570836,-20.53994153242485,1.530112329335476
0.045,0.5321825968568753,0.10058026077616578,0.4012198760681065,5.342970922106136,4.798552571169231,4.402343386216353,4.035438638024999,-21.20779397704369,1.5944361901684223
0.05,0.5598727727038525,0.10604671875205579,0.42314398533892705,5.536107168830551,4.977542370359146,4.562214478549929,4.182708736012879,-22.024248934655812,1.6765953050329097
0.055,0.5943712135981437,0.11281899919680735,0.45040853415984067,5.772750534509605,5.195620836222375,4.758308108789256,4.359224024166955,-23.02268552123855,1.779178903724432
0.06,0.636433653426957,0.12104174524639945,0.4835872904037742,6.061004983820212,5.4600944130869244,4.997223008431062,4.571535417741651,-24.235309613082027,1.904387989544218
0.065,0.6868972235638872,0.13085858166418374,0.5232918394776601,6.409685715736091,5.778968918616497,5.286154292013582,4.8265363122318075,-25.697164452670435,2.054771278341987
0.07,0.7467811992574664,0.14248297410079508,0.5703317329086955,6.8278434393279355,6.160492551580375,5.632498191265585,5.131190381649929,-27.444892157155785,2.2332716010203644
