time,ardx,arsx,ca,iedx,iesx,iidx,iisx,inlet,sma
0.005,0.050723813751905975,0.7591554085109058,2.952656290741862,3.057089185270693,2.284269160706355,2.334582057152333,6.629677290058792,-25.587755377489778,1.1566547211843436
0.01,0.2051510455187205,0.9140684336340715,3.2377457043432063,3.7624403550626115,2.920887661899932,2.824656038998776,9.068279372769819,-25.78362981634476,1.2596645165255933
0.015,0.2603608836869833,0.915926076954581,3.0335166990699363,3.8933870098494605,3.1536494232684182,2.8852286033630397,10.311243315512678,-26.04564703186813,1.1946507082207023
0.02,0.2725530832798323,0.8927202016922063,2.8192944798495967,3.894036446954349,3.2831477703147174,2.861809932736039,11.124451195120926,-26.379276774771633,1.1318425601156084
0.025,0.2739626272586349,0.8775620582116327,2.6813338915104694,3.879327401571776,3.3852108406648957,2.8382542263352324,11.736180820345743,-26.79334076686813,1.096653558265921
0.03,0.27587440839648264,0.876830265868568,2.6181985269782704,3.881850928000612,3.48261711585924,2.834745764844242,12.239611176778475,-27.30312146728459,1.087179418320876
0.035,0.2809120311243451,0.8895553063081104,2.614114209818572,3.9121352198366166,3.5848738842886205,2.8559019061980124,12.688317633383736,-27.925276112752446,1.0979124208262316
0.04,0.28954971667145796,0.9145986911410143,2.657550494356082,3.9751856688795675,3.69847618341997,2.9035147432332042,13.121873776168446,-28.686693648858842,1.1255559599953355
0.045,0.30194021554957157,0.9516152003519559,2.7422363061281754,4.0744144923546095,3.829000928043187,2.979078519124205,13.572269043165083,-29.61943625760022,1.1687844059475894
0.05,0.31818724861345715,1.0007905283657248,2.865762013399284,4.213296557996393,3.9820035522663235,3.0846333663020147,14.067576071524645,-30.759721536791112,1.2274478644299627
0.055,0.33881208083486264,1.063545241613747,3.029740590177346,4.396660863197436,4.163856830935529,3.2235617888859665,14.634991921507302,-32.154167795793846,1.3029923527645821
0.06,0.3641931736603655,1.141045474395437,3.2363941155151674,4.629519587533794,4.380923974618712,3.39946093063193,15.29946228763676,-33.84775469237307,1.3967535712887529
0.065,0.3947616424769974,1.2347238501174747,3.4891826104749235,4.917852115301914,4.640161044521194,3.6167104929541796,16.08556601010808,-35.889424667024954,1.5104664578928273
0.07,0.43115465707252826,1.3464247922241992,3.792398685769873,5.268190270281586,4.948824497917895,3.8801454120305254,17.01692990283223,-38.33035320128256,1.646284823871847
0.075,0.47349516400835934,1.4767647562757924,4.148127215650134,5.686061170998552,5.313338947622246,4.193745228919113,18.1137623746103,-41.210378185691354,1.8050832363980942
0.08,0.5221980164419109,1.6270145790714339,4.559354864914578,6.177409227523449,5.740307570985498,4.561864253634111,19.39507053559609,-44.57159434748166,1.988375228014843
0.085,0.5774257306693849,1.7976523317131394,5.027028557613121,6.746676900779361,6.235172019810712,4.987686205251953,20.874520113975752,-48.44289619459966,2.1967342370824476
0.09,0.6389312463673053,1.9882027664476105,5.550021903950472,7.396944265673073,6.802385015737713,5.473330198987243,22.55965593661072,-52.83917892344518,2.429707488246463
0.095,0.707003236913414,2.199307089852376,6.128526195505501,8.131328825851314,7.446399859680726,6.02108524016687,24.453031653050672,-57.77457361301829,2.687891400526774
0.1,0.7810733680858638,2.4293969265517212,6.758081566178865,8.949659107350165,8.169074258299991,6.630645461609061,26.546234364861316,-63.23363431826607,2.9694691402955367
0.105,0.8607965348124422,2.677566369192025,7.435270466691415,9.85174234760453,8.971782624409958,7.3018152724777,28.82621533351899,-69.19852383276964,3.273334741949924
