time,ardx,arsx,ca,iedx,iesx,iidx,iisx,inlet,sma
0.005,1.6041809256193762,0.9587667229642274,3.070239524117084,4.1992487018227385,2.085654533063941,3.367682132390275,6.567397066811018,-29.12680024290892,0.030623667889158424
0.01,1.741784939183289,1.076889954235237,3.427701552929908,5.226180434506089,2.5583562957490447,4.456120502276892,8.892659148648711,-29.34976610305051,0.1593217368772294
0.015,1.6279352141551091,1.0304682552918694,3.2321045580650827,5.4947374717688735,2.660904151313172,4.894121084522436,10.045703560357122,-29.64802293725099,0.20936087173051582
0.02,1.5194263129435526,0.9739729620254111,2.9926494957581222,5.5924002855642,2.693429236602704,5.11798155357957,10.804998498319435,-30.027797044963712,0.21976680317909694
0.025,1.4557338254425916,0.9389689992542232,2.8212547585006544,5.659278919236968,2.724686985908499,5.260539932653038,11.39079624381106,-30.499130263192747,0.21957765828551626
0.03,1.4327694310756034,0.9271670971109244,2.7278932034061047,5.733898725295987,2.7693569123879604,5.372888785810975,11.88850512038204,-31.079418774281123,0.2198662951127572
0.035,1.44088720397056,0.9341451230731765,2.7001749245214293,5.83079326278759,2.83029969083776,5.480762242674504,12.34561544548901,-31.78762369309901,0.22317753155284908
0.04,1.4740889064657905,0.9567567484109685,2.726601759079565,5.959386626849795,2.909212299522242,5.601084842672691,12.796944291753297,-32.654352961569174,0.22983545405328445
0.045,1.5296648423072972,0.9935855068635158,2.799939528790905,6.127535294593518,3.008240051512407,5.746454338374263,13.270724333284674,-33.716103280456785,0.23984891700755925
0.05,1.6068679052460615,1.0442994322466737,2.9167434743319633,6.343044806971597,3.130298052368033,5.927467460256309,13.79213809025318,-35.01410153634829,0.2532147525139846
0.055,1.707356443631077,1.110089497621773,3.0777986019791648,6.615255220529011,3.279623165969617,6.154572595271755,14.386395478910416,-36.60141378292832,0.27031594278151966
0.06,1.8326866923400555,1.192016083395401,3.2847231119853717,6.953330960846109,3.4605732237011466,6.437218153637822,15.07726722058344,-38.52924084780988,0.29142374909880375
0.065,1.9849804408137761,1.291475008992824,3.540551475122874,7.367442276285572,3.678138093349138,6.784828172469865,15.889026912003914,-40.85329438883491,0.3168516487032646
0.07,2.166937413649506,1.410264748523928,3.849274224128263,7.868294384909966,3.9376881548264664,7.206478460015356,16.845802829332488,-43.63182797255061,0.3470877228890718
0.075,2.379440170808013,1.548937874480894,4.212754889661599,8.464999991780434,4.243736606983787,7.709340306397356,17.968809273604037,-46.91018949212604,0.38217043133983614
0.08,2.6242703351716044,1.7086740754559826,4.633804559629508,9.16720808217634,4.601202144967729,8.300093364875446,19.278661316834658,-50.73629578030324,0.42238198327511906
0.085,2.9018569942349837,1.8897731783748384,5.113157240106033,9.982328949095796,5.0139342255232755,8.982905633858993,20.791301527780153,-55.143037748199745,0.4677801050121456
0.09,3.211107487809927,2.091496137442359,5.649336519467411,10.915587195160438,5.484731153075075,9.75941666038908,22.517650438785946,-60.14737076634336,0.518045285918593
0.095,3.5523168151056885,2.314097758400488,6.241976432695876,11.971928449205693,6.016532404470508,10.629982622052951,24.465244504402126,-65.7653803552086,0.5733014473505632
0.1,3.922346608874106,2.5555234682962094,6.885888598461578,13.151362829742475,6.609779154449503,11.590091593888419,26.631560881124734,-71.97948426398654,0.6329312256508002
0.105,4.319114061447003,2.814421693258687,7.576891630882129,14.45379165039386,7.2650315931264,12.633641868017321,29.00997239934341,-78.76937821527753,0.6965134257971043
0.11,4.741969158310035,3.090499666118509,8.311887190277258,15.877708079445823,7.982389176837896,13.752701701099195,31.588321227846293,-86.10966314728128,0.7641870597929784
0.115,5.176392764229577,3.3739936926024265,9.069861398907252,17.405279250903252,8.75305217693806,14.928101699779052,34.33064056898155,-93.87010673038363,0.8327852910008717
