raw_outlet,kind,n_patients,median_radius_cm,cx,cy,cz,label,group
ardx,outlet,9,0.225543569789007,-4.905925273895264,-15.801949501037598,-127.0007095336914,renal_R,visceral_renal
arsx,outlet,9,0.1901742686446107,3.3534657955169678,-17.84612464904785,-127.29788970947266,renal_S,visceral_renal
ca,outlet,9,0.3084188470918947,-0.18735246360301971,-19.990753173828125,-123.95787811279297,celiac,visceral_renal
iedx,outlet,9,0.4127430130725107,-6.823958396911621,-15.556417465209961,-144.96498107910156,iliac_R_ext,iliac
iesx,outlet,9,0.4005629624611964,5.498090744018555,-13.671412467956543,-144.45907592773438,iliac_L_ext,iliac
iidx,outlet,9,0.3679644644495883,-4.44672155380249,-13.163751602172852,-144.14625549316406,iliac_R_int,iliac
iisx,outlet,9,0.3938060337562252,1.8897223472595215,-11.773487091064453,-145.15802001953125,iliac_L_int,iliac
inlet,inlet,9,1.309808715530165,0.3649284541606903,-11.941999435424805,-118.65312194824219,inlet,inlet
sma,outlet,9,0.2553887181830001,-1.0411452054977417,-20.72203254699707,-124.4100112915039,sma,visceral_renal
