time,ardx,arsx,ca,iedx,iesx,iidx,iisx,inlet,sma
0.005,0.35496875379811865,0.6962627285827411,3.8705024554604384,2.090959700808246,1.3849563544758186,2.189948401993709,2.862325608003265,-23.448382462524464,4.167512074780706
0.01,0.49269085217259584,0.8568587434825848,4.586052431698523,2.7778407347317384,1.8135759230889914,2.797158723047372,3.8535451327663877,-23.627880001971757,4.992420881837277
0.015,0.5400923004375152,0.8843431508043105,4.604824250638021,3.0818374963796575,1.9937423156904042,3.009789155139965,4.3309780321363345,-23.867990147544624,5.057949342920144
0.02,0.5527161964673506,0.8833673981943609,4.518510577359218,3.2653871353894863,2.1030906043113338,3.1242441098156184,4.641045650236953,-24.173725363368447,4.994255186562363
0.025,0.5572657244319545,0.8830075370969241,4.458775106616279,3.4020575538982256,2.188343083048789,3.213295398655916,4.880003141059918,-24.553169775250453,4.947645111786228
0.03,0.563699508516641,0.8903418925629204,4.448445969239395,3.518837430458372,2.2647240352132347,3.2977467682699055,5.083619746917535,-25.02032809010734,4.94721846249206
0.035,0.5745442335844734,0.9060241585483215,4.486593558577098,3.629684700356257,2.339427464193182,3.3862924997897563,5.271443437519961,-25.590464860741314,4.995031241683695
0.04,0.5905374112793212,0.9300989477971876,4.571024637601864,3.744498767983993,2.4177219541247403,3.4852786640617435,5.458165313914846,-26.288220849799778,5.090539257586427
0.045,0.6121832214188102,0.9629649990106813,4.701491856316115,3.8712258081103053,2.504129960910146,3.6003137370825806,5.656015167936509,-27.142977549990036,5.234563828698806
0.05,0.6400018729560657,1.0053375144788788,4.879904574725836,4.016956479314551,2.6029344440251228,3.736885129886259,5.876012974278103,-28.18792444717335,5.429869215697539
0.055,0.6750129486575128,1.0587080501122932,5.111475084338922,4.188931914933653,2.718745589192288,3.9011885710042993,6.129235474999292,-29.465782103765626,5.682478910206495
0.06,0.7180729258235325,1.124407591219686,5.401623309028725,4.393958227233441,2.855962347984562,4.099145609976349,6.425994840646072,-31.017769482860515,5.998603241842417
0.065,0.77012908327612,1.20394425128983,5.756964638818033,4.639056808181985,3.0191798883346124,4.337039054009858,6.776732933690915,-32.88873696984899,6.3856899669769955
0.07,0.8323166152263719,1.2990491973755396,6.184842096285097,4.931292864874885,3.2130671908629225,4.621300914597821,7.191795170950635,-35.12558130808803,6.851917174816368
0.075,0.9051556054632777,1.4106443678465375,6.690155456395005,5.276822010195649,3.4416549064023507,4.957296231429347,7.680109724521958,-37.76480958248809,7.402971259941621
0.08,0.9894447089064009,1.5399886253540251,7.2785323843898135,5.6818181826827185,3.7090467996207175,5.350537625715229,8.250410038288653,-40.844996998100164,8.045218631666772
0.085,1.0855619657857833,1.6877061978587078,7.952940151565442,6.151162000136612,4.018496036011799,5.805157564775583,8.909394312001961,-44.39262221882513,8.782203995566567
0.09,1.1933250960192971,1.8536643756960267,8.713554388481803,6.688401156122653,4.372374483639414,6.323873955496029,9.661621655699616,-48.42133507339989,9.61451997714911
0.095,1.3129850868206474,2.0382021983785537,9.560986816631425,7.296509149659532,4.772782223087704,6.909077866089007,10.510515477753048,-52.9440851365663,10.543026320137873
0.1,1.4436240147382362,2.240031506149341,10.48984829170133,7.975637265791002,5.219911057248257,7.560115754113067,11.455257346579518,-57.946717898061884,11.56229266669184
0.105,1.5845159586980175,2.4581093115344173,11.494984585417711,8.72522929624861,5.713583457757367,8.275891658768433,12.493609260640378,-63.41288750558889,12.666963983266937
0.11,1.7354236394127809,2.6918647430751195,12.57128071094166,9.543516239011153,6.2529484860555336,9.05443659937435,13.621220455868439,-69.32214657808395,13.85145571110299
0.115,1.8915108121299413,2.934610226751209,13.693853216178358,10.420875762626775,6.831595489962028,9.884775226805385,14.82260450693255,-75.56965223583538,15.089826999934314
0.12,2.0566965628621783,3.1909933634521863,14.87106096988553,11.3567718080078,7.45004871085028,10.768109603717344,16.094403610282452,-82.17775564400333,16.389671024663677
0.125,2.227145414081998,3.4562067073101055,16.088052792568824,12.345143485263835,8.104360206721948,11.697778965557333,17.42525560543554,-89.07980447551301,17.73586130056659
0.13,2.400983563248747,3.7269965114245056,17.327636702016232,13.375510314839975,8.78786780339792,12.66341421188141,18.797980258091712,-96.19046195522648,19.110072595969008
0.135,2.575792212841458,3.9997743238691497,18.573634827229164,14.43721166775713,9.493708282504475,13.654673962671598,20.195413575467285,-103.4251230413121,20.494914195519655
0.14,2.750334748891489,4.272434799129011,19.814189559462946,15.519926426881208,10.215243446122432,14.662122096976583,21.601638820197593,-110.71301624961191,21.87712636061032
0.145,2.922271923847874,4.541414219963636,21.033315968650257,16.611212974209607,10.94422636042422,15.674010657570555,22.99860817647938,-117.96411591187058,23.239055638511243
0.15,3.089512972645045,4.803527678553883,22.21687166219748,17.69872053080513,11.672378642571346,16.67890861957305,24.36933714819995,-125.09409859381168,24.56484135605092
0.155,3.2501026753482334,5.055687314475555,23.350924634326056,18.769438386885838,12.390828095364206,17.66483664871925,25.697379910329456,-132.0179530567588,25.83875541466846
0.16,3.4015570960591988,5.2941492260666845,24.420212434394276,19.809526163682186,13.089960792774798,18.61891737030436,26.966663312430335,-138.64452067825673,27.043534309945258
0.165,3.5419559248284926,5.515922599063381,25.412303429069684,20.80579553517047,13.760501996214648,19.529188666265124,28.163747886347405,-144.89413357639887,28.164717570501907
0.17,3.6689185256065837,5.71736138088932,26.31283049341609,21.74419707894674,14.392477098894998,20.38263031625933,29.27534287026574,-150.67964752221332,29.185889793177385
0.17500000000000002,3.780467919946685,5.895409861645079,27.109927788731003,22.61178701576187,14.976741457936692,21.167384267437125,30.290021165578228,-155.9250901590855,30.09335072209432
0.18,3.874895540114343,6.047363743121086,27.79305098970849,23.396476086893994,15.504816477339606,21.872327284465957,31.197015396320754,-160.56083842670682,30.874892952391946
0.185,3.950351964000041,6.170369643000168,28.35150247911403,24.08677485025691,15.968650734110696,22.48665938557478,31.98564411335782,-164.51832058204576,31.51836746035861
0.19,4.005661365217005,6.2625371713444835,28.77808258133302,24.673224555456407,16.361624369207505,23.001651132209496,32.647372271006894,-167.74562968162795,32.01547628618074
0.195,4.0399041910434,6.322336637847593,29.06689001814562,25.147733974061573,16.678032738807886,23.40968764108961,33.174968395467886,-170.1989999194296,32.35944637181258
0.2,4.0523426434498795,6.348589565763767,29.213827388455975,25.504174996087105,16.91347093287856,23.704745648376758,33.5632311963238,-171.84602761360466,32.5456452934309
0.20500000000000002,4.043047180511186,6.341215291751558,29.21836531093726,25.738904014527932,17.065250210512556,23.883043713689922,33.80958590064663,-172.6727294487273,32.57331787806845
0.21,4.012140324212625,6.300290338951755,29.080843864018572,25.849998842370614,17.13186148661104,23.942197343950575,33.912945813709634,-172.67311574611972,32.442837784801014
0.215,3.9604258069553695,6.2269242424241185,28.80545612822167,25.838276395465936,17.113777357603016,23.882818299700848,33.875200052125656,-171.8616992350306,32.15882100264679
0.22,3.8892999171412983,6.123043816986833,28.398921439050103,25.70645474232307,17.012913370139202,23.707886324711822,33.700250527059524,-170.26745943143425,31.728689343436574
0.225,3.7995142394912347,5.989860734551115,27.86633157995239,25.457967312306646,16.83176702539691,23.421188419841926,33.3923558078073,-167.91746798701035,31.158482916017327
0.23,3.6951486275914447,5.8331144879340915,27.22742457019602,25.102702485369583,16.577508896464185,23.033960393879653,32.96373445425426,-164.90315744813518,30.469563578595366
0.23500000000000001,3.574692575485184,5.651192811380032,26.478983417951248,24.64399232025094,16.252459322817877,22.548985949628825,32.41688589337044,-161.22743361706426,29.66024136969081
0.24,3.4421379602357565,5.449536193805134,25.63763825424966,24.091155930319353,15.863574781757855,21.97707953189522,31.762346686123326,-156.9724279980834,28.74895870104598
0.245,3.2990598406026574,5.230807097616687,24.714293887012236,23.453320840489127,15.41770713297181,21.328250456286344,31.00981088868799,-152.20189075762698,27.74864065073746
0.25,3.1476994892268975,4.998398698053294,23.721793356458264,22.740202738104614,14.92240169880754,20.61309968502239,30.169295506826206,-146.986433564932,26.673542426374485
0.255,2.989612854687784,4.754793164070292,22.670892148965105,21.960839923262963,14.384799859287465,19.840983235151565,29.24937020427209,-141.3862316723925,25.534940314795612
0.26,2.8263900366992423,4.502501241822751,21.573053554609977,21.12434413498775,13.811943151057573,19.021030774731255,28.258726542057275,-135.4619657548764,24.343976348662515
0.265,2.6593996586336752,4.243680212859935,20.438490676206538,20.239055573135875,13.209916684691686,18.16136454808199,27.205768072510377,-129.26775913033273,23.110083729343163
0.27,2.4897428008599283,3.9801115998766914,19.27578296632086,19.31253658955811,12.583700503109203,17.26915610905518,26.098982275257956,-122.85115373353534,21.841140912110593
0.275,2.318468925369327,3.713459480352988,18.09248195170086,18.351814565028178,11.937473108392172,16.350958330194242,24.947033081136322,-116.25615200066594,20.54446257769518
0.28,2.146595043355728,3.4453213249314,16.895286735063745,17.36341367427817,11.274893344654046,15.412786652533057,23.758197888782043,-109.52346985783178,19.226975210494015
0.28500000000000003,1.9749427679522633,3.177035737976528,15.68986245727877,16.353360047231106,10.59936411754672,14.460103435383505,22.53980756418813,-102.68945409088931,17.894977975781142
0.29,1.804480044420818,2.9101076660872436,14.482288288431064,15.327621251483363,9.914532740255495,13.498336413930922,21.298601881038923,-95.79147789586372,16.555509620046486
0.295,1.636215569993011,2.6461130897900547,13.279074236709334,14.292178124746783,9.224401223733143,12.532940538253442,20.040911879571013,-88.86812757907975,15.216292929203355
0.3,1.4711751230364665,2.3866540816178525,12.087222900649152,13.253174838580891,8.533324544294,11.569490095456796,18.773015645800005,-81.95977087242119,13.88571365185448
